jid,jname,jci
2167,大壮之丰,顾念所生，隔在东平。遭离满沸，河川决溃。幸得无恙，复归相室。
2168,大壮之旅,追猎东走，兔逃我后。吾锐不利，独空无有。
2169,大壮之巽,犬吠非主，上下胶扰。敌人袭战，闵王逃走。
2170,大壮之兑,嵩高岱宗，峻直且神。触石肤寸，千里蒙恩。
2171,大壮之涣,陈鱼观社，佷荒踰矩。为民开绪，亡其祖考。
2172,大壮之节,四壁无户，三步一止。东西南北，利不可得。
2173,大壮之中孚,求君衣裳，情不可当。触讳西行，为伯生殃。君之上欢，得其安存。
2174,大壮之小过,春鸿飞东，以马贸金，利可得深。
2175,大壮之既济,禾生虫蠹，远自克贼，使我无得。
2176,大壮之未济,桀乱无道，民散不聚。背室弃家，遁逃出走。
2177,晋之晋,销锋铸耜，休牛放马。甲兵解散，夫妇相保。
2178,晋之乾,一衣三冠，冠无所绊。元服不成，为身灾患。
2179,晋之坤,百足俱行，相辅为强。三圣翼事，王室宠光。
2180,晋之屯,鱼蛇之怪，大人忧惧。梁君好城，失其安居。
2181,晋之蒙,少无缰辅，长不见母。劳心远思，自伤忧苦。
2182,晋之需,前涉溽暑，解不可取。离门二里，败我利市。老牛病马，去之何悔。
2183,晋之讼,君明有德，登天大禄。布政施惠，以成恩福。中子南游，翱翔未复。
2184,晋之师,哓然唯诺，敬上尊客。执恭除患，御侮致福。
2185,晋之比,黍稷禾稻，垂秀方造。中旱不雨，伤风病藁。
2186,晋之小畜,三羸六罢，不能越跪。东贾失马，往返劳苦。
2187,晋之履,倚立相望，引衣欲装。阴云蔽日，暴雨降集。使道不通，阻我欢会。
2188,晋之泰,高脚疾步，受肩善趋。日走千里，贾市有得。
2189,晋之否,北风寒凉，雨雪益冰。忧思不乐，哀悲伤心。
2190,晋之同人,贞鸟雎鸠，执一无尤。寝门治理，君子悦喜。
2191,晋之大有,蓼萧露瀼，君子龙光。鸣鸾噰噰，福禄来同。
2192,晋之谦,南行求福，与喜相得。封受上赏，鼎足辅国。
2193,晋之豫,桑叶腐蠹，衣敝如络。女功不成，丝布为玉。
2194,晋之随,左服易右，王良心欢，喜利从己。震左兑右。
2195,晋之蛊,寿考不忘，驾驷东行。三适陈宋，南贾楚荆。得利息长，旅身多罢，畏昼喜夜。
2196,晋之临,羔羊皮革，君子朝服。辅政扶德，以合万国。
2197,晋之观,鹯鸠徒巢，西至平州。遭逢雷塌，破我苇庐。室家饥寒，思吾故初。
2198,晋之噬嗑,大尾小头，重不可摇。上弱下强，阴制其雄。
2199,晋之贲,疏足息肩，有所忌难。金城铜郭，以铁为关。藩屏自卫，安止无患。
2200,晋之剥,天命玄鸟，下生大商。造定四表，享国久长。
2201,晋之复,赋敛重数，政为民贼。杼柚空虚，我去其室。
2202,晋之无妄,阴阳隔塞，许嫁不答。宛丘新台，悔往叹息。
2203,晋之大畜,愿望登虚，意常欲逃。贾辛丑恶，妻不安夫。
2204,晋之颐,踧行窃视，有所畏避。蔽目伏藏，以夜为利。
2205,晋之大过,信敏恭谦，敬鬼尊神。五岳西渎，克厌帝心，受福宜年。
2206,晋之坎,悬悬南海，去家万里。飞兔腰褭，一日见母，除我忧悔。
2207,晋之离,虽污不辱，因何跣足。童子褰衣，五步平复。
2208,晋之咸,宫城立见，衣就袂裾。恭谦自卫，终无祸尤。
2209,晋之恒,敝笱在梁，不能得鱼。望食千里，所至空虚。
2210,晋之遁,千里骍驹，为王服车。嘉其骊荣，君子有成。
2211,晋之大壮,鼎足承德，嘉谋生福。为王开庭，得心所欲。
2212,晋之明夷,右手无合，独折左指。禹汤失佐，事功不立。
2213,晋之家人,忧凶增累，患近不解。心意西东，事无成功。
2214,晋之睽,东行食榆，困于枯株。夫妻无家，志穷为忧。
2215,晋之蹇,五经六纪，仁道所在。正月繁霜，独不离咎。
2216,晋之解,懈缓不前，怠惰失便。二至之戒，家无祸凶。刻木象形，闻言不信。
2217,晋之损,仁爱笃厚，不以所忿。害其所子，从我旧都，日益富有。
2218,晋之益,缺破不成，胎卵未生，弗见兆形。
2219,晋之夬,摧角不伤，虽折复长。秉德无愆，老赖荣光。
2220,晋之姤,乘桴浮海，免脱厄中，虽困无凶。
2221,晋之萃,孔鸾鸳雏，鵕鹈鹕。翱翔紫渊，嘉禾之圃，君子以娱。
2222,晋之升,甘露温润，众来得愿。乐易君子，不逢祸乱。
2223,晋之困,东骑堕落，千里独宿。高岸为谷，阳失其室。
2224,晋之井,八才既登，以成嘉功。尨降庭坚，国无灾凶。
2225,晋之革,邯郸反言，父兄生患。意涉忧恨，卒死不还。
2226,晋之鼎,玉铣铁颐，仓库空虚。贾市无盈，与利为仇。
2227,晋之震,白鸟衔铒，鸣呼其子。旋枝张翅，来从其母。
2228,晋之艮,学灵三年，圣且神明。先见善祥，嘉吉福庆。鳱鹄知来，告我无忧。
2229,晋之渐,云孽蒸起，失其道理。伤害年谷，神君乏祀。
2230,晋之归妹,春耕有息，秋入利福。献豜大豵，以乐成功。
2231,晋之丰,羸豕踯躅，虎入都邑。遮遏左右，国门勑急。
2232,晋之旅,东行西维，南北善迷。逐旅失群，亡我襦衣。
2233,晋之巽,居室之伦，夫妇和亲。小人乘车，硕果失豢。
2234,晋之兑,东方孟春，乘冰戴盆。惧危不安，终失所欢。
2235,晋之涣,风吹尘起，十里无所。南国年伤，不可安处。
2236,晋之节,重载伤车，妇女无夫。三十不室，独坐庐空。
2237,晋之中孚,败牛羸马，与利为市，不我嘉喜。
2238,晋之小过,月出阜东，山蔽其明。章甫荐屦，箕子佯狂。
2239,晋之既济,出入门所，与道开通。杞梁之信，不失日中。少季渡江，来归其邦，疾病危亡。
2240,晋之未济,邑居卫师，如转蓬时，居之凶危。
2241,明夷之明夷,他山之错，与璆为仇。来攻吾城，伤我肌肤，邦家骚忧。
2242,明夷之乾,践履寒冰，十步九寻。虽有苦痛，不为忧病。
2243,明夷之坤,太公避纣，七十隐处。卒逢圣文，为王室辅。
2244,明夷之屯,日月之涂，所行必到，无有患悔。
2245,明夷之蒙,讽德诵功，美风盛隆。旦辅成周，光济冲人。
2246,明夷之需,童子无室，未有配合，空坐独宿。
2247,明夷之讼,穿鼻系株，为虎所拘。王母祝词，祸不成灾，惠然肯来。
2248,明夷之师,黄帝神明，八字圣聪。佚受大福，天下平康。
2249,明夷之比,深谷为陵，衰者复兴。乱倾之国，民得安息。中妇病困，遂入冥室。
2250,明夷之小畜,道远辽绝，路宿多悔。顽嚣相聚，生我畏忌。
2251,明夷之履,旦树菽豆，暮成藿羹。心之所乐，志快心欢。
2252,明夷之泰,切切之患，凶忧不成。虎不敢啮，利当我身。
2253,明夷之否,王伯远宿，长妇在室。异庖待食，所求不得。
2254,明夷之同人,寒燠失时，阳旱为灾，虽耗无忧。
2255,明夷之大有,虽穷复通，复危不凶，得其明功。
2256,明夷之谦,狼虎所宅，不可以居，为我患忧。
2257,明夷之豫,喋嗫噱嚾，昧冥相抟。多言少实，语无成事。
2258,明夷之随,履冰蹈凌，虽困不穷。播鼓登岩，卒无忧凶。
2259,明夷之蛊,文文墨墨，忧祸相杂。南北失志，东西不得。
2260,明夷之临,争讼不已，更相谈訽。张季弱口，被髪北走。
2261,明夷之观,德积逢时，宜其美才。相明辅圣，拜受福休。长女不嫁，后为大悔。
2262,明夷之噬嗑,江水沱泛，思附君子。仲氏爰归，不我肯顾，侄娣悔恨。
2263,明夷之贲,光祀春成，陈宝鸡鸣。阳明失道，不能自守，消亡为咎。
2264,明夷之剥,惊虎无患，虞为我言，赖得以安。
2265,明夷之复,伪言妄语，转相诖误，不知狼处。
2266,明夷之无妄,履隙自敌，凶忧来到，痛不能笑。
2267,明夷之大畜,牵尾不前，逆理失臣，惠朔以奔。
2268,明夷之颐,三狸捕鼠，遮遏前后。死于环城，不得脱走。
2269,明夷之大过,言笑未毕，忧来暴卒。身加槛缆，囚系缚朿。
2270,明夷之坎,阴积不已，云作滛雨。伤害平陆，民无室屋。
2271,明夷之离,山林麓薮，非人所处。鸟兽无礼，使我心苦。
2272,明夷之咸,新作初陵，踰蹈难登。三驹推车，跌顿伤颐。
2273,明夷之恒,魂微惙惙，属纩听绝。扩然大通，复更生活。
2274,明夷之遯,栾子作殃，伯氏诛伤。州犁奔楚，去其邑乡。
2275,明夷之大壮,骄胡犬形，造恶作凶。无所能成，远自灭身。
2276,明夷之晋,陈词达情，使安不倾。增荣益誉，以成功名。
2277,明夷之家人,三杞无枣，家无积莠。使鸠求妇，顽不我许。
2278,明夷之睽,慎祸重患，颜子为友，乃能安存。牢户系羊，乃能受福。
2279,明夷之蹇,鹿得美草，鸣呼其友。九族和睦，不忧饥乏。
2280,明夷之解,亡玉失鹿，不知所伏。利以避危，全我生福。甘雨时降，年谷有得。
2281,明夷之损,逢时积德，身受福庆。
2282,明夷之益,鹄思其雄，欲随凤东。顺里羽翼，出次须日。中留北邑，复反其室。
2283,明夷之夬,环堵倚鉏，升斗属口。贫贱所处，心寒悲苦。
2284,明夷之姤,孤独特处，莫依为辅，心劳志苦。
2285,明夷之萃,稷为尧使，西见王母。拜请百福，赐我喜子，长乐富有。
2286,明夷之升,鸣条之灾，北奔犬胡。左袵为长，国号匈奴。主君旄头，立为单于。
2287,明夷之困,绝而复通，虽危不穷。终得其愿，姬姜相从。
2288,明夷之井,阳并悖狂，拔剑自伤，为身生殃。
2289,明夷之革,方圆不同，刚柔异乡。掘井得石，劳而无功。
2290,明夷之鼎,乘风驾雨，与鸣鸟俱。动举千里，见我爱母。
2291,明夷之震,三涂五狱，阳城太室。神明所扶，独无丘革。
2292,明夷之艮,鸱鸮娶妇，深目身。折要不媚，与伯相背。
2293,明夷之渐,转行轨轨，行近不远。旦夕入门，与君笑言。
2294,明夷之归妹,求利离国，逃去我北。复归其城，不为吾贼。
2295,明夷之丰,日月之涂，所行必到。无凶无咎，安宁不殆。
2296,明夷之旅,管仲遇桓，得其愿欢。胶目启牢，振冠无忧。笑喜不庄，空言妄行。
2297,明夷之巽,出入蹈践，动顺天时。俯仰有节，祸灾不来。
2298,明夷之兑,内崩中伤，上乱无常。虽有美粟，我不得食。
2299,明夷之涣,逐祸除患，道德神仙。遏恶万里，福常在前，身乐以安。
2300,明夷之节,牛惊马走，上下浑扰。鼓音不绝，顷公奔败。
2301,明夷之中孚,西上九阪，往来流连。止须时日，虚与有得。
2302,明夷之小过,虎怒捕羊，猬不能攘。
2303,明夷之既济,涌泉涓涓，南流不绝。卒为江海，坏败邑里。家无所处，将师袭战，获其丑虏。
2304,明夷之未济,桃弓苇戟，除残去恶，敌人执服。
2305,家人之家人,天命赤乌，与兵徼期。征伐无道，诛其君傲，居止何忧。
2306,家人之乾,千岁槐根，身多斧瘢。伤夷倒掘，枝叶不存。
2307,家人之坤,喭喭谔谔，虎豹相齚。畏惧悚息，终无难恶。
2308,家人之屯,娶于姜吕，驾迎新妇。少齐在门，夫子欢喜。
2309,家人之蒙,膏壤肥泽，民人孔乐。宜利居止，长安富有。
2310,家人之需,主有圣德，上配太极。皇灵建中，授我以福。
2311,家人之讼,耄老蒙钝，不见东西。少者弗慕，君不与谋。悬舆致仕，退归里居。
2312,家人之师,三狂北行，道逢大狼。暮宿患宅，为祸堪伤。
2313,家人之比,更旦初岁，振除祸败。新衣元服，拜受利福。
2314,家人之小畜,杲杲白日，为月所食。损上毁下，郑昭出走。
2315,家人之履,君子失意，小人得志。乱扰并作，奸邪充塞。虽有百尧，颠不可救。
2316,家人之泰,仁德利洽，恩及异域。泽被殊方，福庆隐伏。作蚕不织，寒无所得。
2317,家人之否,东求金玉，反得弊石。名曰无宜，字曰丑恶，众所贱恶。
2318,家人之同人,击鼓合战，士怯叛亡。威令不行，败我成功。
2319,家人之大有,仲春孟夏，和气所舍。生我嘉福，国无残贼。
2320,家人之谦,尹氏伯奇，父子生离。无罪被辜，长舌为灾。
2321,家人之豫,五榖不熟，民苦困急。驾之新邑，嘉乐有得。
2322,家人之随,登虚望贫，暮食无飡。长子南戍，与我生分。
2323,家人之蛊,东市齐鲁，南贾荆楚。羽毛齿革，为吾利宝。
2324,家人之临,节情省欲，赋敛有度。家给人足，公刘以富。
2325,家人之观,恭宽信敏，功加四海。辟去不祥，喜来从母。
2326,家人之噬嗑,张狂妄行，与恶相逢。不得所欲，生我独凶。
2327,家人之贲,画龙头颈，文章不成。甘言美语，诡辞无名。
2328,家人之剥,骑龙乘风，上见神公。彭祖受刺，王乔赞通。巫咸就位，拜寿无穷。
2329,家人之复,温仁君子，忠孝所在。八国为邻，祸灾不处。
2330,家人之无妄,威权分离，乌夜徘徊。群蔽月光，大人诛伤。
2331,家人之大畜,学灵三年，仁圣且神。明见善祥，吉喜福庆。鳱鹄知来，告我无忧。
2332,家人之颐,东山辞家，处妇思夫。伊威盈室，长股羸户。叹我君子，役日未已。
2333,家人之大过,张颔开口，舌直距齿。然诺不行，政乱无绪。
2334,家人之坎,吹角高邦，有失牛羊。众民惊惶，敬慎避咎，勑不行殃。
2335,家人之离,南行出城，世得福祉。王姬归齐，赖其所欲。
2336,家人之咸,心狂志悖，视聪耸类。政令无常，下民多孽。
2337,家人之恒,安上宜官，一日九迁。踰群越等，牧养常山。
2338,家人之遯,东邻嫁女，为王妃后。庄公筑馆，以尊王母。归于京师，季姜悦喜。
2339,家人之大壮,六甲无子，以丧其戊。五丁本亲，庚失曾孙，癸走出门。
2340,家人之晋,阴雾不清，浊政乱民。孟秋季夏，水坏我居。
2341,家人之明夷,骑豚逐羊，不见所望。径涉虎庐，亡豚失羊。
2342,家人之睽,安床厚褥，不得久宿。弃我喜晏，困于南国。投杼之忧，不成祸灾。
2343,家人之蹇,五方四维，安平不危。利以居止，保有玉女。
2344,家人之解,西贾巴蜀，寒雪至毂。欲前不得，复反其室。
2345,家人之损,刚柔相呼，二姓为家。霜降既同，惠我以仁。
2346,家人之益,天马五道，炎火分处。往来上下，相随哭歌，凶恶如何。
2347,家人之夬,出门怀忧，东上祸丘。与凶相遇，自为灾患。
2348,家人之姤,西行求玉，冀得隋璞。反见凶恶，使我惊惑。
2349,家人之萃,出入无妄，动作失利。衔忧怀祸，使我多悴。
2350,家人之升,高楼无柱，颠僵不久。纣失三仁，身死牧野。
2351,家人之困,避祸逃殃，身全不伤。高位疾颠，华落坠亡。
2352,家人之井,张牙反目，怒齚作怒。狂马挠犬，道惊伤轸。
